0.00;0.00;0.00;0.00;0.00;0.00;1.71;12.45;54.54;81.58;88.76;89.03;98.14;99.56;94.24;82.27;64.42;49.63;20.16;3.63;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.85;26.27;88.73;101.69;110.49;108.15;100.29;87.36;75.76;66.94;48.45;12.44;0.15;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.09;58.19;96.60;107.99;104.67;102.03;96.12;90.04;69.96;44.87;0.71;0.00;0.00;0.00;0.00;0.00
0.00;0.00;0.00;0.00;0.00;0.00;1.48;16.34;63.70;99.98;110.12;120.92;118.23;108.17;94.48;80.02;70.18;44.35;17.20;0.97;0.00;0.00;0.00;0.00
