70.00;71.89;73.73;75.19;76.29;78.00;77.14;73.12;66.49;58.72;48.67;40.00;40.00;40.00;40.00;40.00;40.00;40.00;40.00;47.49;55.81;61.46;64.96;67.70
81.95;83.62;85.18;86.50;87.48;88.23;89.57;88.94;85.33;78.83;71.10;64.13;57.35;51.48;47.90;47.78;50.95;56.55;63.26;68.66;72.51;75.57;78.26;80.31
94.86;95.58;96.21;96.82;97.36;97.79;98.12;98.95;97.94;94.62;90.62;84.67;79.33;74.92;72.38;71.89;73.75;78.36;83.93;87.86;90.38;91.79;92.95;93.99
86.34;88.03;89.47;90.57;91.31;92.11;92.46;90.54;84.77;77.46;70.52;64.13;58.44;53.48;51.18;51.43;54.07;58.70;63.86;70.08;75.20;79.01;81.71;84.14
